Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete,Due Reminder
68d612651ac1bdf888ecc5a0,Account Creation,https://trello.com/c/2QPZou1q/7-account-creation,,In Progress (yellow_dark),,,0,,0,0,0,0,2025-09-26T04:35:35.694Z,68d611a2e8afa2a3e3e7a785,Login,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d6127caf5cf506cee81da7,Account Info Handling,https://trello.com/c/8C9tW9zd/8-account-info-handling,,In Progress (yellow_dark),,,0,,0,0,0,0,2025-09-26T04:36:27.906Z,68d611a2e8afa2a3e3e7a785,Login,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d61283e19aeb8ab0a6b5a3,Login UI,https://trello.com/c/sngiswsu/9-login-ui,,In Progress (yellow_dark),,,0,,0,0,0,0,2025-09-26T04:36:31.367Z,68d611a2e8afa2a3e3e7a785,Login,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d6129c02d32a695f6e267f,Account Editing,https://trello.com/c/KLCzTUbh/10-account-editing,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:04.310Z,68d611a2e8afa2a3e3e7a785,Login,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d6156f7ca8f0b00f119ebb,Account Recovery,https://trello.com/c/mnr1zNSd/23-account-recovery,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:07.532Z,68d611a2e8afa2a3e3e7a785,Login,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d613d2e25fc514240a8ea3,Watchlist UI,https://trello.com/c/Xc2piYRt/11-watchlist-ui,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:10.969Z,68d6111a0a62f031b2fc05e9,Watchlist,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d614e72df6d5ab31b697c9,Empty State (New Users),https://trello.com/c/S2D1ml3a/18-empty-state-new-users,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:14.373Z,68d6111a0a62f031b2fc05e9,Watchlist,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d613eae4ca42bfc3982700,API Integration,https://trello.com/c/9Y4cU5FQ/12-api-integration,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:17.737Z,68d6111a0a62f031b2fc05e9,Watchlist,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d61475419854ce9a28c31f,Add/Remove Feature,https://trello.com/c/ZmkBwW7n/13-add-remove-feature,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:22.859Z,68d6111a0a62f031b2fc05e9,Watchlist,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d61494d97323c87d5d9bf9,Grouping/Tagging,https://trello.com/c/CWkHAWIx/15-grouping-tagging,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:25.948Z,68d6111a0a62f031b2fc05e9,Watchlist,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d61484c3f7e8d0b51062b8,Overview/Summary Feature,https://trello.com/c/kipHroyZ/14-overview-summary-feature,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:28.491Z,68d6111a0a62f031b2fc05e9,Watchlist,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d6152cac8e086eafef171e,More Details Feature,https://trello.com/c/Px6U4FTZ/20-more-details-feature,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:31.009Z,68d6111a0a62f031b2fc05e9,Watchlist,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d614fc455c4c0a59d6dba9,Real-Time Updates,https://trello.com/c/3Sp8MHOf/19-real-time-updates,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:33.578Z,68d6111a0a62f031b2fc05e9,Watchlist,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d614c2bcca48f46ca8e8e0,Back-end Storage,https://trello.com/c/1CMBOUet/16-back-end-storage,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:36.354Z,68d6111a0a62f031b2fc05e9,Watchlist,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d614d2453e7438b2db974d,Cross-Device Syncing,https://trello.com/c/wIyCCWNn/17-cross-device-syncing,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:39.207Z,68d6111a0a62f031b2fc05e9,Watchlist,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d615482f5ff6708a93a870,Transaction UI,https://trello.com/c/TeX8MH5L/21-transaction-ui,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:45.070Z,68d6111a0a62f031b2fc05ea,Buy/Sell,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d615a4b2f779f4df4ddbc1,Back-end Storage,https://trello.com/c/MhKbRE42/26-back-end-storage,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:49.292Z,68d6111a0a62f031b2fc05ea,Buy/Sell,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d6158942c04e493ed313b8,Transaction Security,https://trello.com/c/FBW6IznO/25-transaction-security,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:52.255Z,68d6111a0a62f031b2fc05ea,Buy/Sell,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d615d60a62f031b2045892,Buy Function,https://trello.com/c/DF9Ssr53/27-buy-function,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:55.369Z,68d6111a0a62f031b2fc05ea,Buy/Sell,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d615d9a683d2809286b864,Sell Function,https://trello.com/c/b2jr8bAX/28-sell-function,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:37:58.160Z,68d6111a0a62f031b2fc05ea,Buy/Sell,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d615f8c88cbac57122f61a,Trade Confirmation,https://trello.com/c/y4SGchvz/29-trade-confirmation,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:00.997Z,68d6111a0a62f031b2fc05ea,Buy/Sell,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d6161c5d06eca1055d97a8,Trade History,https://trello.com/c/xZsSySiB/31-trade-history,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:08.499Z,68d6111a0a62f031b2fc05ea,Buy/Sell,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d616134745c4f9567684c6,Real-Time Pricing Display,https://trello.com/c/LBXSe0W6/30-real-time-pricing-display,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:11.071Z,68d6111a0a62f031b2fc05ea,Buy/Sell,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d6157ed648f3c0574a662e,Bank Integration,https://trello.com/c/7H3p2g7Y/24-bank-integration,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:13.621Z,68d6111a0a62f031b2fc05ea,Buy/Sell,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d61551e954286327172765,Error Handling,https://trello.com/c/TDx4CFr8/22-error-handling,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:16.163Z,68d6111a0a62f031b2fc05ea,Buy/Sell,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d616dbfbf444ba11eb0e99,Portfolio Performance Report,https://trello.com/c/wBqvKclO/32-portfolio-performance-report,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:20.087Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d616e30f326d68469b8279,Downloadable Reports,https://trello.com/c/fR7LajIf/33-downloadable-reports,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:22.530Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d6172e64457e93bd04c3fd,Tax-Lot and Capital Gains Report,https://trello.com/c/tKZyTdma/34-tax-lot-and-capital-gains-report,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:26.037Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d6173e82f4286a30a7ffef,Interest Income Summary,https://trello.com/c/PD3mTjrB/35-interest-income-summary,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:29.722Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d617463ceb531edfd71f92,Holdings Allocation Report,https://trello.com/c/gXHq5ULb/36-holdings-allocation-report,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:32.705Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d6175568c04f08f0c9a851,Customizable Report Periods,https://trello.com/c/wPNnsTxo/37-customizable-report-periods,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:35.423Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d6176b83b6b317ffa6c1fc,Back-end Aggregation,https://trello.com/c/S3lg4Svp/38-back-end-aggregation,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:37.873Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d61771782b8d59d6384286,Scheduled Reports,https://trello.com/c/8oaCSP4U/39-scheduled-reports,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:40.284Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d617d047784b19075539d0,Push Notifications,https://trello.com/c/86DHeh3T/45-push-notifications,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:42.618Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d6177fc9f99a0bdaa127a0,Price Alerts,https://trello.com/c/IzLyl18b/40-price-alerts,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:44.800Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d6178cf85e3eb577d128b4,Trade Execution Notification,https://trello.com/c/kx63CoRv/41-trade-execution-notification,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:47.178Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d61796e35a2a782664b3f6,Daily Portfolio Summary,https://trello.com/c/02qJZCIg/42-daily-portfolio-summary,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:49.744Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d617abb117654b68d14020,Upcoming Maturity or Dividend Notification,https://trello.com/c/BtmRU0Hx/43-upcoming-maturity-or-dividend-notification,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:52.198Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d617ef4136d91f380f86a8,Unusual Account Activity Alerts,https://trello.com/c/igJ1VJbc/46-unusual-account-activity-alerts,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:55.491Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
68d617bc7cb943a662ef5c38,Notification Customization,https://trello.com/c/F4EzvaXn/44-notification-customization,,Not Started (red),,,0,,0,0,0,0,2025-09-26T04:38:58.297Z,68d6111a0a62f031b2fc05eb,Reporting,68d611190a62f031b2fc05b4,My Trello board,false,,false,
